id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
59236,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men Silver Watch,data/subset\images\59236.jpg
45199,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A654,data/subset\images\45199.jpg
16778,Unisex,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,ADIDAS Originals Unisex Grey Dial Chronograph Watch ADH2569,data/subset\images\16778.jpg
45000,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Black Digital Watch,data/subset\images\45000.jpg
19260,Men,Accessories,Watches,Watches,Copper,Winter,2016.0,Casual,Guess Men Power Broker Copper Watch,data/subset\images\19260.jpg
17426,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Edifice Men White Dial Watch ED309,data/subset\images\17426.jpg
45250,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch AE-2000W-1AVDF(D083),data/subset\images\45250.jpg
46425,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Sliver Dial Chronograph Watch,data/subset\images\46425.jpg
11211,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Octo Chrono Silver Black Steel Watches,data/subset\images\11211.jpg
29519,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Playboy Women Black Dial Watch,data/subset\images\29519.jpg
45206,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,CASIO ENTICER Women Blue Dial Analogue Watch A66,data/subset\images\45206.jpg
45925,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,data/subset\images\45925.jpg
40553,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Titan Women Gold Watch,data/subset\images\40553.jpg
46420,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Timex Men Cream Dial Chronograph Watch,data/subset\images\46420.jpg
33900,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch,data/subset\images\33900.jpg
40522,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Chronograph Watch,data/subset\images\40522.jpg
45145,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio ENTICER Men Dial Watch A450 MTP-1296D-7AVDF,data/subset\images\45145.jpg
59262,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Watch,data/subset\images\59262.jpg
25325,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Casio Edifice Men Multi-Dial Watch EF-334D-1AVDF(ED420),data/subset\images\25325.jpg
28580,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,ADIDAS Originals Men Blue Dial Watch ADH2649,data/subset\images\28580.jpg
10393,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Women Spark 351 Black Watches,data/subset\images\10393.jpg
16781,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Unisex Black Dial Watch ADH2133,data/subset\images\16781.jpg
32355,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data/subset\images\32355.jpg
29988,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Aspen Women Mother Of Pearl Dial Watch AP1193,data/subset\images\29988.jpg
45155,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A499,data/subset\images\45155.jpg
11136,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Top Flow Red-213 Black Watch,data/subset\images\11136.jpg
46562,Men,Accessories,Watches,Watches,Charcoal,Winter,2016.0,Casual,Timex Men Charcoal Grey Dial Watch T49796,data/subset\images\46562.jpg
29497,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Chronograph Blue Dial Watch,data/subset\images\29497.jpg
43194,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch NA2049SM09,data/subset\images\43194.jpg
56678,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,data/subset\images\56678.jpg
49907,Girls,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,data/subset\images\49907.jpg
49879,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Q&Q Women Ladies ANALOG Gold Watches,data/subset\images\49879.jpg
51517,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch N2298sm03,data/subset\images\51517.jpg
48021,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women White Dial Watch,data/subset\images\48021.jpg
46739,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch,data/subset\images\46739.jpg
21679,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2687,data/subset\images\21679.jpg
49874,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Q&Q Women Gold Dial Analog Watch,data/subset\images\49874.jpg
16771,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Unisex Black Dial Watch ADH2580,data/subset\images\16771.jpg
22943,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Unisex Blue Dial Watch 9915PP01,data/subset\images\22943.jpg
29979,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Aspen Women Mother Of Pearl Dial Watch,data/subset\images\29979.jpg
37489,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Women Black Watch,data/subset\images\37489.jpg
59238,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,data/subset\images\59238.jpg
45913,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,data/subset\images\45913.jpg
31813,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch,data/subset\images\31813.jpg
23280,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Ssteele Men Watch,data/subset\images\23280.jpg
10141,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Esprit Women Houston White Gold Links Gold Watches,data/subset\images\10141.jpg
37480,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Women White Watch,data/subset\images\37480.jpg
30059,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,SKAGEN DENMARK Men Black Dial Watch 861XLSXB,data/subset\images\30059.jpg
45028,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch 24132LMGT,data/subset\images\45028.jpg
37330,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Casio Women Sheen Grey Dial Watch SX049,data/subset\images\37330.jpg
36900,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Men White Dial Chronograph Watch FS4640,data/subset\images\36900.jpg
10194,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Sqaure dial leather strap Black Watches,data/subset\images\10194.jpg
54647,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data/subset\images\54647.jpg
23260,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Ssteele Men Watch,data/subset\images\23260.jpg
44990,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Watch,data/subset\images\44990.jpg
36776,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,data/subset\images\36776.jpg
10317,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Purple Silicon Silver Watches,data/subset\images\10317.jpg
45926,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Ssteele Men Black Dial Watch,data/subset\images\45926.jpg
28439,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY4331,data/subset\images\28439.jpg
32373,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,data/subset\images\32373.jpg
11485,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Race Luminous 3HD Silver green Black Watches,data/subset\images\11485.jpg
32368,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data/subset\images\32368.jpg
4715,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex New York Griffiti Digital Black Watch,data/subset\images\4715.jpg
13060,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Square Dial Steel Watches,data/subset\images\13060.jpg
52675,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,data/subset\images\52675.jpg
29456,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,data/subset\images\29456.jpg
54660,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial  Watch,data/subset\images\54660.jpg
45027,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Attivo Men Black Dial Watch,data/subset\images\45027.jpg
29754,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2965,data/subset\images\29754.jpg
10609,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Women White Dial Chronograph Watch,data/subset\images\10609.jpg
19281,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Candy Pop Gold Watch With Interchangeable Straps,data/subset\images\19281.jpg
46546,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch T2N522,data/subset\images\46546.jpg
48009,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women Silver Dial Watch,data/subset\images\48009.jpg
45195,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A649,data/subset\images\45195.jpg
49844,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Gents ANALOG Black Watches,data/subset\images\49844.jpg
43181,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Dial Watch,data/subset\images\43181.jpg
25612,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Watch,data/subset\images\25612.jpg
51623,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Fossil Women Pink Dial Chronograph Watch ES3050,data/subset\images\51623.jpg
48035,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,data/subset\images\48035.jpg
51563,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Watch,data/subset\images\51563.jpg
29507,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Blue Dial Watch,data/subset\images\29507.jpg
29937,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dual Dial Watch PL12899XS-02,data/subset\images\29937.jpg
25659,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch,data/subset\images\25659.jpg
30043,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Skagen Men Silver Dial Watch,data/subset\images\30043.jpg
43161,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Fastrack Women Pink Dial Watch,data/subset\images\43161.jpg
37503,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Watch,data/subset\images\37503.jpg
59256,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,data/subset\images\59256.jpg
51654,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2810,data/subset\images\51654.jpg
51625,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fossil Women Purple Dial Chronograph Watch ES3038,data/subset\images\51625.jpg
37319,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-9300-1DR G342,data/subset\images\37319.jpg
31851,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Edge Men Black Dial Watch,data/subset\images\31851.jpg
29447,Men,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Giordano Men Bronze Dial Watch,data/subset\images\29447.jpg
49322,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH2651,data/subset\images\49322.jpg
45273,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Casio YOUTH Men Blue Digital Watch I072 W-753-2AVDF,data/subset\images\45273.jpg
43186,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch,data/subset\images\43186.jpg
56676,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Chronograph Watch,data/subset\images\56676.jpg
54670,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men White Dial Watch,data/subset\images\54670.jpg
4704,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Cambridge Black Watch,data/subset\images\4704.jpg
54665,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch NB3001SL05,data/subset\images\54665.jpg
36901,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4642,data/subset\images\36901.jpg
29756,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women Silver-Toned Dial Chronograph Watch ES2883,data/subset\images\29756.jpg
8134,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Upgrades Analog Black Steel Watch,data/subset\images\8134.jpg
29939,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Police Men White Dial Watch PL12963JS-01,data/subset\images\29939.jpg
25641,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Casual Watch,data/subset\images\25641.jpg
52816,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Morellato Men Black Watch,data/subset\images\52816.jpg
23269,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch,data/subset\images\23269.jpg
5068,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Being Human Men Grey Dial Blue Strap Watch,data/subset\images\5068.jpg
25622,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Analog Chronograph Watch,data/subset\images\25622.jpg
54641,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men White Dial Watch,data/subset\images\54641.jpg
38008,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data/subset\images\38008.jpg
49885,Unisex,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Kids Unisex White Dial Analog Watch,data/subset\images\49885.jpg
32318,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,data/subset\images\32318.jpg
54627,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data/subset\images\54627.jpg
30000,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Aspen Women Silver Dial Watch,data/subset\images\30000.jpg
30018,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Kenneth Cole Women White Watch,data/subset\images\30018.jpg
44979,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,data/subset\images\44979.jpg
40552,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,data/subset\images\40552.jpg
46573,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Timex Men Black Watch,data/subset\images\46573.jpg
29945,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JSB-02,data/subset\images\29945.jpg
37509,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Dial Watch,data/subset\images\37509.jpg
11196,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Carrera Men Strap dial Orange Watches,data/subset\images\11196.jpg
19278,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Guess Women G Hype Silver Watch,data/subset\images\19278.jpg
31849,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Edge Men White Dial Watch NH1043SL01A,data/subset\images\31849.jpg
45296,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Sheen Women White Analogue Watches (SX044) SHE-3801GL-7ADR,data/subset\images\45296.jpg
51532,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch,data/subset\images\51532.jpg
46458,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Smart Casual,Timex Women Brown Dial Watch,data/subset\images\46458.jpg
45041,Men,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Maxima Men White Dial Attivo Watch,data/subset\images\45041.jpg
54662,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial  Watch,data/subset\images\54662.jpg
30002,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Aspen Women White Dial Watch,data/subset\images\30002.jpg
13062,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Date Black Watches,data/subset\images\13062.jpg
37291,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,CASIO ENTICER Women Pink Dial Analogue Watch A444 ,data/subset\images\37291.jpg
28413,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,data/subset\images\28413.jpg
51716,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Women Wayfarer Sunglasses AS 236 C2,data/subset\images\51716.jpg
38210,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Men Sunglasses,data/subset\images\38210.jpg
16890,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Unisex Casual Black Sunglasses,data/subset\images\16890.jpg
38222,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,data/subset\images\38222.jpg
28190,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,data/subset\images\28190.jpg
16879,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Unisex Casual Black Sunglasses,data/subset\images\16879.jpg
28406,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Men Brown Sunglasses,data/subset\images\28406.jpg
50201,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Stoln Women Black Sunglasses,data/subset\images\50201.jpg
8683,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Men Sunglasses M050GR3,data/subset\images\8683.jpg
16888,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Police Men Casual Black Sunglasses,data/subset\images\16888.jpg
49673,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,data/subset\images\49673.jpg
16951,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,data/subset\images\16951.jpg
39994,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Park Avenue Men Metallic Frame Sunglasses,data/subset\images\39994.jpg
29140,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Vogue Women Purple Sunglasses,data/subset\images\29140.jpg
16090,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,M tv Men My Fab Eyewear Brown Sunglasses,data/subset\images\16090.jpg
51707,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Van Heusen Men Grey Sunglasses,data/subset\images\51707.jpg
28421,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,data/subset\images\28421.jpg
16948,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Men Classic Eyewear Brown Sunglasses,data/subset\images\16948.jpg
8704,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016.0,Casual,Fastrack Women Hip Hop Sunglasses,data/subset\images\8704.jpg
38216,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Women Sunglasses,data/subset\images\38216.jpg
38208,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Women Sunglasses,data/subset\images\38208.jpg
38204,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Women Sunglasses,data/subset\images\38204.jpg
8667,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Men Gradient Bikers Sunglasses P148BR2,data/subset\images\8667.jpg
8671,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Sunglasses FTML012GPGP2,data/subset\images\8671.jpg
8665,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Army collection Brown Sunglasses,data/subset\images\8665.jpg
21320,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C4,data/subset\images\21320.jpg
21281,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS166-C3,data/subset\images\21281.jpg
38195,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Men Sunglasses,data/subset\images\38195.jpg
16898,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Police Men Casual Blue Sunglasses,data/subset\images\16898.jpg
21304,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,data/subset\images\21304.jpg
23725,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Ray-Ban Men High Street Steel Sunglasses,data/subset\images\23725.jpg
28279,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Women Brown Sunglasses,data/subset\images\28279.jpg
21314,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Celine Dion Women Purple Frame Sunglasses,data/subset\images\21314.jpg
17324,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,data/subset\images\17324.jpg
49676,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,data/subset\images\49676.jpg
49661,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass,data/subset\images\49661.jpg
29882,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1019-201,data/subset\images\29882.jpg
17319,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,data/subset\images\17319.jpg
49167,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,data/subset\images\49167.jpg
38236,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,data/subset\images\38236.jpg
48218,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses,data/subset\images\48218.jpg
23736,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016.0,Casual,Ray-Ban Women Jackie Sunglasses,data/subset\images\23736.jpg
16946,Women,Accessories,Eyewear,Sunglasses,Maroon,Winter,2016.0,Casual,Image Women Classic Eyewear Maroon Sunglasses,data/subset\images\16946.jpg
23761,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Oakley Men Brown Sunglasses,data/subset\images\23761.jpg
16859,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Unisex Funky Eyewear Brown Sunglasses,data/subset\images\16859.jpg
51728,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Allen Solly Women Oversized Sunglasses AH220-C1,data/subset\images\51728.jpg
28337,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Idee Men Steel Sunglasses,data/subset\images\28337.jpg
38165,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Women Sunglasses,data/subset\images\38165.jpg
38185,Women,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Miami Blues Women Sunglasses,data/subset\images\38185.jpg
23759,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Oakley Men Brown Sunglasses,data/subset\images\23759.jpg
28411,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Idee Men Copper Sunglasses,data/subset\images\28411.jpg
30565,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Opium Unisex Black Sunglass,data/subset\images\30565.jpg
8672,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Fastrack Black sunglass with golden rim Black Sunglasses,data/subset\images\8672.jpg
51702,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH220-C3,data/subset\images\51702.jpg
38235,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,data/subset\images\38235.jpg
30266,Men,Accessories,Eyewear,Sunglasses,Black,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,data/subset\images\30266.jpg
49671,Men,Accessories,Eyewear,Sunglasses,Navy Blue,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,data/subset\images\49671.jpg
51662,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP214-C3,data/subset\images\51662.jpg
51706,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Men Black Sunglasses,data/subset\images\51706.jpg
28370,Men,Accessories,Eyewear,Sunglasses,Metallic,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,data/subset\images\28370.jpg
8674,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Titan Men Sunglasses FTML016NYGP2,data/subset\images\8674.jpg
48200,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,data/subset\images\48200.jpg
28289,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Men Grey Sunglasses,data/subset\images\28289.jpg
8616,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Sunglasses M035BR6,data/subset\images\8616.jpg
30678,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Park Avenue Men Navy Sunglasses,data/subset\images\30678.jpg
